,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
1946,Masters,2015,Bangalore,3,26,Female,No,4,1
1947,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1951,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1953,Masters,2015,Bangalore,3,27,Male,No,5,1
1955,Bachelors,2014,Bangalore,3,28,Male,No,2,1
1956,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
1957,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1959,Bachelors,2018,Bangalore,3,27,Male,No,5,1
1960,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1961,Bachelors,2013,Bangalore,3,28,Male,No,0,0
1962,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1963,Bachelors,2012,Bangalore,3,28,Female,No,1,1
1964,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1968,Bachelors,2014,Bangalore,3,28,Female,No,1,1
1969,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1972,Bachelors,2017,Bangalore,3,28,Male,No,5,0
1974,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1977,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1979,Masters,2017,Bangalore,3,28,Female,No,0,1
1980,PHD,2018,Bangalore,3,26,Male,No,4,1
1981,Bachelors,2017,Bangalore,1,24,Male,No,2,0
1985,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1987,Bachelors,2017,Bangalore,3,28,Male,No,2,0
1988,Bachelors,2014,Bangalore,3,28,Male,No,1,0
1991,Bachelors,2012,Bangalore,3,29,Male,No,1,0
1997,Bachelors,2017,Bangalore,3,28,Male,No,1,0
1998,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2003,Bachelors,2014,Bangalore,3,29,Male,Yes,2,0
2009,Bachelors,2018,Bangalore,3,26,Female,Yes,4,1
2014,Bachelors,2016,Bangalore,3,30,Female,No,2,1
2015,Bachelors,2012,Bangalore,3,26,Female,No,4,1
2016,Bachelors,2014,Bangalore,3,29,Male,No,1,0
2017,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2018,Bachelors,2018,Bangalore,3,26,Male,Yes,4,1
2024,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2025,Bachelors,2013,Bangalore,3,28,Male,Yes,1,0
2030,Bachelors,2015,Bangalore,3,30,Male,No,2,0
2031,Bachelors,2015,Bangalore,3,27,Female,No,5,1
2033,Bachelors,2014,Bangalore,3,30,Male,No,2,0
2034,Bachelors,2014,Bangalore,3,26,Female,No,4,0
2038,Bachelors,2014,Bangalore,3,29,Male,No,1,0
2040,Masters,2015,Bangalore,2,27,Female,Yes,5,1
2042,Masters,2017,Bangalore,3,26,Female,No,4,0
2043,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2044,Bachelors,2013,Bangalore,3,27,Male,No,5,1
2046,Bachelors,2012,Bangalore,3,29,Male,No,1,1
2049,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2051,Bachelors,2012,Bangalore,2,27,Female,No,5,1
2052,Bachelors,2018,Bangalore,3,28,Male,No,1,1
2054,PHD,2016,Bangalore,3,29,Female,No,1,0
2055,Masters,2018,Bangalore,3,30,Female,No,2,1
2056,Bachelors,2014,Bangalore,3,28,Female,No,2,0
2058,Bachelors,2012,Bangalore,3,30,Male,No,1,0
2061,Bachelors,2017,Bangalore,3,28,Female,No,2,0
2066,Bachelors,2012,Bangalore,3,26,Male,No,4,1
2068,Bachelors,2016,Bangalore,3,30,Male,No,2,0
2069,Bachelors,2013,Bangalore,3,27,Female,No,5,0
2071,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2072,Bachelors,2018,Bangalore,3,30,Male,No,2,1
2074,Masters,2016,Bangalore,3,29,Female,No,2,0
2075,Bachelors,2017,Bangalore,3,27,Female,No,5,1
2076,Bachelors,2017,Bangalore,3,28,Male,No,2,0
2077,Bachelors,2017,Bangalore,3,27,Female,No,5,0
2079,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2080,Bachelors,2013,Bangalore,3,28,Female,No,1,1
2082,Bachelors,2015,Bangalore,1,27,Male,No,5,0
2083,Bachelors,2016,Bangalore,3,30,Male,No,1,0
2088,Bachelors,2014,Bangalore,3,26,Male,No,4,1
2089,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2092,Bachelors,2016,Bangalore,3,27,Female,Yes,5,0
2093,Bachelors,2017,Bangalore,3,26,Male,No,4,1
2096,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2100,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2103,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2104,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2105,Bachelors,2014,Bangalore,1,30,Male,Yes,2,1
2106,Bachelors,2013,Bangalore,3,27,Male,No,5,1
2108,Bachelors,2012,Bangalore,3,30,Male,No,2,0
2111,Bachelors,2013,Bangalore,3,29,Female,No,1,1
2113,Bachelors,2013,Bangalore,3,28,Female,No,1,0
2114,Masters,2016,Bangalore,3,29,Male,No,1,0
2116,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2119,Bachelors,2012,Bangalore,3,28,Male,No,1,1
2122,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2128,Bachelors,2015,Bangalore,3,30,Female,No,2,0
2129,Masters,2017,Bangalore,2,26,Male,Yes,4,1
2130,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2131,Bachelors,2013,Bangalore,1,30,Male,No,1,0
2134,Bachelors,2016,Bangalore,3,28,Male,No,2,1
2139,Bachelors,2014,Bangalore,3,27,Male,No,5,1
2143,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2144,Bachelors,2013,Bangalore,3,29,Male,No,1,0
2147,Bachelors,2015,Bangalore,3,30,Female,No,1,1
2148,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2149,Bachelors,2013,Bangalore,3,27,Female,No,5,0
2150,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2151,Bachelors,2016,Bangalore,3,29,Male,No,1,0
2153,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2154,Bachelors,2012,Bangalore,1,27,Female,No,5,0
2161,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2163,Bachelors,2014,Bangalore,3,27,Male,No,5,1
2164,Bachelors,2016,Bangalore,3,30,Male,Yes,1,0
2167,Bachelors,2015,Bangalore,3,29,Male,No,1,0
2169,Bachelors,2013,Bangalore,3,28,Male,Yes,1,0
2171,Bachelors,2017,Bangalore,3,30,Male,No,1,0
2172,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2174,Bachelors,2018,Bangalore,3,29,Male,No,1,1
2177,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2178,Bachelors,2012,Bangalore,3,28,Female,No,1,0
2180,Bachelors,2014,Bangalore,3,29,Female,No,2,0
2181,PHD,2017,Bangalore,3,27,Male,No,5,0
2182,Bachelors,2017,Bangalore,3,29,Male,No,2,0
2183,Bachelors,2014,Bangalore,3,28,Male,No,2,0
2184,Bachelors,2014,Bangalore,3,26,Female,No,4,0
2185,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2186,Masters,2018,Bangalore,3,28,Female,No,2,1
2187,Bachelors,2017,Bangalore,3,28,Female,No,1,0
2188,Bachelors,2015,Bangalore,3,28,Male,No,1,0
2194,Bachelors,2014,Bangalore,3,30,Male,No,1,0
2196,Bachelors,2014,Bangalore,1,29,Male,No,2,0
2199,PHD,2015,Bangalore,3,29,Male,No,2,0
2200,Bachelors,2014,Bangalore,3,28,Male,No,1,0
2202,Bachelors,2015,Bangalore,3,28,Female,No,1,0
2205,Bachelors,2014,Bangalore,3,29,Male,No,1,1
2206,Bachelors,2013,Bangalore,2,30,Female,No,1,1
2207,Bachelors,2015,Bangalore,3,29,Male,Yes,1,0
2208,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2214,Bachelors,2012,Bangalore,3,30,Female,No,1,1
2217,Bachelors,2014,Bangalore,3,29,Male,No,1,0
2219,Bachelors,2016,Bangalore,3,28,Female,No,1,0
2222,Bachelors,2016,Bangalore,3,30,Female,Yes,2,0
2223,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2228,Bachelors,2012,Bangalore,3,28,Male,No,1,0
2229,Bachelors,2014,Bangalore,3,28,Male,No,2,0
2230,PHD,2015,Bangalore,3,29,Female,No,1,0
2234,Bachelors,2013,Bangalore,1,30,Male,No,1,0
2235,Bachelors,2016,Bangalore,3,27,Female,No,5,1
2237,Bachelors,2015,Bangalore,3,30,Male,No,1,0
2244,Bachelors,2015,Bangalore,3,29,Male,No,2,0
2246,Bachelors,2017,Bangalore,3,30,Male,No,2,0
2247,Bachelors,2014,Bangalore,1,27,Female,No,5,0
2249,Bachelors,2012,Bangalore,3,29,Male,Yes,2,0
2251,Bachelors,2015,Bangalore,3,27,Female,No,5,0
2254,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2255,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2260,Masters,2018,Bangalore,3,26,Male,No,4,1
2261,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2262,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2265,Bachelors,2018,Bangalore,3,29,Female,Yes,2,1
2266,Bachelors,2016,Bangalore,3,28,Male,No,1,0
2268,Bachelors,2014,Bangalore,3,30,Female,No,2,0
2269,Bachelors,2013,Bangalore,3,27,Male,No,5,1
2270,Bachelors,2014,Bangalore,3,29,Female,No,1,0
2273,Bachelors,2012,Bangalore,1,30,Female,No,2,0
2275,Bachelors,2012,Bangalore,3,30,Female,Yes,2,0
2279,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2285,Masters,2017,Bangalore,3,27,Male,No,5,1
2288,Bachelors,2017,Bangalore,3,29,Male,No,1,0
2295,Bachelors,2012,Bangalore,1,27,Female,No,5,0
2296,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2299,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2300,Masters,2014,Bangalore,3,28,Male,No,1,1
2301,Bachelors,2015,Bangalore,3,29,Male,No,1,0
2303,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
2305,Bachelors,2015,Bangalore,3,28,Female,No,2,0
2306,Masters,2017,Bangalore,1,27,Male,No,5,0
2307,Bachelors,2015,Bangalore,3,27,Male,No,5,0
2308,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
2316,Masters,2013,Bangalore,2,29,Female,No,2,1
2317,Bachelors,2014,Bangalore,1,28,Male,No,2,1
2318,Bachelors,2015,Bangalore,3,30,Male,No,1,0
2320,Bachelors,2014,Bangalore,3,28,Female,Yes,1,0
2323,Bachelors,2018,Bangalore,3,28,Male,No,1,1
2325,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2328,Bachelors,2015,Bangalore,3,28,Female,No,1,0
2329,Bachelors,2013,Bangalore,3,27,Male,Yes,5,0
2330,Bachelors,2012,Bangalore,3,26,Male,No,4,1
2331,Bachelors,2018,Bangalore,3,28,Male,No,2,1
2333,Bachelors,2015,Bangalore,3,29,Male,No,2,0
2337,Bachelors,2018,Bangalore,3,26,Male,No,4,1
2338,Masters,2017,Bangalore,3,26,Male,No,4,1
2340,Bachelors,2018,Bangalore,3,26,Female,Yes,4,1
2341,PHD,2014,Bangalore,3,27,Male,No,5,0
2343,Bachelors,2013,Bangalore,3,30,Female,No,1,1
2344,Bachelors,2012,Bangalore,3,30,Female,No,2,0
2346,Bachelors,2013,Bangalore,1,28,Female,No,1,0
2347,Bachelors,2017,Bangalore,3,30,Male,No,1,0
2349,PHD,2016,Bangalore,3,27,Male,No,5,0
2352,Bachelors,2013,Bangalore,3,27,Female,No,5,0
2360,Bachelors,2014,Bangalore,3,30,Male,No,2,1
2362,Bachelors,2017,Bangalore,3,29,Male,No,1,0
2364,Bachelors,2018,Bangalore,3,26,Female,No,4,1
2365,Bachelors,2014,Bangalore,1,28,Female,No,2,0
2369,Bachelors,2016,Bangalore,3,30,Female,No,1,0
2371,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2373,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2376,Bachelors,2015,Bangalore,3,29,Male,No,2,0
2377,Bachelors,2017,Bangalore,3,28,Male,No,2,0
2378,Bachelors,2015,Bangalore,3,29,Male,No,2,1
2380,Bachelors,2013,Bangalore,3,28,Male,No,1,0
2382,Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
2392,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2398,Bachelors,2014,Bangalore,3,29,Female,No,1,1
2399,Bachelors,2012,Bangalore,3,28,Male,No,1,0
2400,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2401,Bachelors,2012,Bangalore,3,28,Female,No,1,0
2405,Masters,2015,Bangalore,3,26,Male,No,4,1
2406,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2407,Bachelors,2017,Bangalore,3,29,Female,No,1,0
2408,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
2414,Bachelors,2013,Bangalore,3,30,Male,No,2,0
2416,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2417,Bachelors,2015,Bangalore,2,27,Female,No,5,1
2418,Bachelors,2015,Bangalore,3,30,Male,No,2,1
2419,Masters,2017,Bangalore,2,27,Male,No,5,0
2420,Bachelors,2017,Bangalore,3,30,Male,No,2,1
2423,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2424,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2434,Bachelors,2015,Bangalore,3,27,Female,No,5,0
2437,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2438,Bachelors,2016,Bangalore,3,29,Female,No,1,0
2439,Bachelors,2012,Bangalore,3,29,Female,No,1,0
2440,Bachelors,2018,Bangalore,3,29,Male,Yes,2,1
2442,Bachelors,2013,Bangalore,3,30,Male,Yes,1,1
2443,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2445,Bachelors,2014,Bangalore,3,30,Female,No,1,0
2448,Bachelors,2016,Bangalore,3,30,Male,No,1,1
2451,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2453,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2456,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2457,PHD,2017,Bangalore,3,28,Female,No,1,0
2461,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2463,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2467,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2468,Bachelors,2018,Bangalore,3,30,Male,Yes,1,1
2469,Bachelors,2012,Bangalore,3,26,Female,No,4,0
2471,Bachelors,2014,Bangalore,3,29,Male,No,2,0
2474,Bachelors,2018,Bangalore,3,27,Female,No,5,1
2475,Bachelors,2014,Bangalore,1,28,Male,No,1,0
2476,Bachelors,2016,Bangalore,3,28,Male,No,1,0
2479,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2480,Bachelors,2014,Bangalore,3,28,Male,No,1,0
2481,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2483,Bachelors,2013,Bangalore,3,30,Female,No,2,1
2484,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2487,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2492,Bachelors,2016,Bangalore,3,29,Female,No,1,1
2493,Bachelors,2017,Bangalore,3,26,Female,No,4,1
2494,Bachelors,2015,Bangalore,3,30,Male,No,0,0
2496,Bachelors,2012,Bangalore,1,30,Female,No,0,0
2505,Bachelors,2017,Bangalore,3,28,Male,No,3,0
2508,Bachelors,2012,Bangalore,3,30,Female,No,0,1
2509,Bachelors,2012,Bangalore,3,29,Female,No,4,0
2510,Bachelors,2014,Bangalore,3,29,Male,No,1,0
2511,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2512,Bachelors,2015,Bangalore,3,28,Male,Yes,4,0
2513,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2515,Bachelors,2014,Bangalore,3,29,Male,No,0,0
2516,Masters,2013,Bangalore,3,30,Male,No,5,1
2518,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2520,Masters,2014,Bangalore,3,30,Male,No,4,1
2526,Bachelors,2014,Bangalore,1,27,Male,No,5,1
2527,Bachelors,2012,Bangalore,3,27,Female,No,5,0
2528,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2530,Bachelors,2015,Bangalore,3,29,Female,No,1,0
2534,Bachelors,2015,Bangalore,3,30,Male,No,0,0
2535,Bachelors,2014,Bangalore,3,28,Female,No,3,0
2536,Bachelors,2017,Bangalore,3,28,Male,No,4,0
2537,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2538,Bachelors,2015,Bangalore,3,28,Female,No,0,0
2541,Bachelors,2016,Bangalore,3,27,Male,No,5,1
2545,Bachelors,2016,Bangalore,3,29,Male,No,5,0
2549,Bachelors,2016,Bangalore,3,30,Male,No,2,1
2552,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2553,Bachelors,2013,Bangalore,3,29,Male,Yes,4,0
2554,Bachelors,2013,Bangalore,3,30,Male,No,5,0
2555,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2557,Bachelors,2012,Bangalore,3,29,Male,Yes,2,1
2558,Masters,2015,Bangalore,3,28,Male,No,0,1
2561,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2563,Bachelors,2017,Bangalore,3,30,Male,No,1,1
2566,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2567,Bachelors,2014,Bangalore,3,28,Male,No,5,0
2568,Bachelors,2017,Bangalore,1,28,Female,No,0,1
2569,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
2570,Bachelors,2013,Bangalore,3,28,Male,No,5,0
2573,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2575,Bachelors,2013,Bangalore,3,29,Male,No,2,0
2581,Bachelors,2016,Bangalore,3,28,Female,No,1,1
2583,Bachelors,2012,Bangalore,3,27,Female,No,5,0
2584,Bachelors,2014,Bangalore,3,26,Male,No,4,1
2585,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
2586,Bachelors,2015,Bangalore,3,27,Female,No,5,0
2588,Bachelors,2018,Bangalore,3,26,Male,No,4,1
2589,Bachelors,2012,Bangalore,3,26,Female,No,4,0
2590,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
2592,Bachelors,2017,Bangalore,3,30,Male,No,3,0
2595,Bachelors,2014,Bangalore,3,26,Female,Yes,4,0
2597,Bachelors,2018,Bangalore,3,28,Male,No,1,1
2599,Bachelors,2013,Bangalore,3,28,Male,No,2,0
2600,Bachelors,2018,Bangalore,3,29,Male,No,0,1
2601,Bachelors,2016,Bangalore,3,29,Male,No,3,0
2603,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2608,Bachelors,2016,Bangalore,3,28,Male,No,2,0
2609,Bachelors,2015,Bangalore,3,29,Male,No,1,0
2610,Bachelors,2016,Bangalore,3,30,Male,No,0,0
2611,Bachelors,2016,Bangalore,3,28,Female,No,1,0
2615,Bachelors,2016,Bangalore,3,28,Male,Yes,3,0
2616,Bachelors,2015,Bangalore,3,28,Male,No,1,0
2619,Bachelors,2015,Bangalore,3,30,Male,No,4,0
2623,Bachelors,2018,Bangalore,3,29,Male,No,0,1
2624,Bachelors,2012,Bangalore,3,28,Female,No,0,0
2629,Bachelors,2014,Bangalore,1,26,Male,No,4,1
2634,Bachelors,2015,Bangalore,3,30,Male,No,3,0
2635,Bachelors,2012,Bangalore,3,29,Male,No,2,1
2637,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2641,Bachelors,2017,Bangalore,3,28,Male,No,3,0
2642,Bachelors,2013,Bangalore,3,28,Male,No,5,0
2646,Bachelors,2012,Bangalore,3,28,Female,No,2,0
2647,Bachelors,2013,Bangalore,3,29,Female,No,5,0
2648,Bachelors,2012,Bangalore,3,27,Female,No,5,1
2650,Bachelors,2015,Bangalore,1,29,Male,No,4,0
2651,Bachelors,2013,Bangalore,2,30,Male,No,0,1
2652,PHD,2018,Bangalore,3,28,Male,No,2,1
2654,Bachelors,2015,Bangalore,3,27,Male,No,5,0
2655,Bachelors,2015,Bangalore,3,30,Female,No,3,1
2656,Bachelors,2012,Bangalore,3,29,Male,No,5,0
2657,Bachelors,2012,Bangalore,3,27,Female,No,5,0
2658,Bachelors,2015,Bangalore,3,26,Female,No,4,0
2660,Bachelors,2013,Bangalore,3,27,Female,No,5,0
2676,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
2677,Bachelors,2012,Bangalore,3,29,Male,No,1,0
2679,Bachelors,2014,Bangalore,3,30,Male,No,2,1
2682,Bachelors,2014,Bangalore,3,27,Female,No,5,0
2685,Bachelors,2016,Bangalore,2,30,Female,No,4,1
2687,Bachelors,2018,Bangalore,3,28,Male,No,3,1
2688,Bachelors,2014,Bangalore,3,29,Male,No,4,0
2690,Bachelors,2018,Bangalore,3,29,Male,Yes,2,1
2692,Bachelors,2013,Bangalore,2,27,Female,No,5,1
2693,Bachelors,2015,Bangalore,3,30,Male,No,4,0
2694,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2695,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2696,Masters,2017,Bangalore,2,30,Male,No,3,0
2698,Bachelors,2014,Bangalore,3,28,Male,No,3,0
2700,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2703,Bachelors,2015,Bangalore,3,29,Female,No,0,0
2705,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2707,Bachelors,2017,Bangalore,3,30,Male,No,4,0
2709,PHD,2013,Bangalore,3,27,Male,No,5,0
2710,Bachelors,2018,Bangalore,3,28,Male,Yes,1,1
2711,Bachelors,2013,Bangalore,3,29,Male,No,1,0
2714,Bachelors,2012,Bangalore,3,27,Female,No,5,0
2719,Bachelors,2014,Bangalore,3,29,Male,No,4,1
2722,Bachelors,2017,Bangalore,3,30,Female,No,5,0
2726,Bachelors,2018,Bangalore,3,30,Male,Yes,2,1
2727,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2728,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2729,Bachelors,2018,Bangalore,2,28,Female,No,3,1
2730,Bachelors,2012,Bangalore,3,28,Male,No,0,1
2731,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2732,Bachelors,2012,Bangalore,3,28,Female,Yes,0,0
2734,Bachelors,2012,Bangalore,3,26,Female,No,4,0
2736,Bachelors,2016,Bangalore,3,28,Male,Yes,2,0
2739,Bachelors,2015,Bangalore,3,29,Male,No,1,0
2740,Masters,2018,Bangalore,3,27,Male,Yes,5,1
2741,Bachelors,2014,Bangalore,3,28,Male,No,5,0
2744,Bachelors,2014,Bangalore,3,28,Male,No,4,0
2747,Bachelors,2012,Bangalore,3,26,Female,No,4,0
2750,Bachelors,2014,Bangalore,3,30,Male,No,1,0
2751,Bachelors,2018,Bangalore,3,29,Male,No,2,1
2752,Masters,2013,Bangalore,3,30,Male,No,2,1
2753,Bachelors,2016,Bangalore,3,27,Female,No,5,0
2755,Bachelors,2017,Bangalore,1,30,Male,No,1,0
2761,Bachelors,2018,Bangalore,3,29,Male,Yes,1,1
2762,Bachelors,2013,Bangalore,3,30,Male,Yes,0,0
2763,Bachelors,2017,Bangalore,3,27,Male,No,5,1
2769,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2771,Bachelors,2017,Bangalore,3,27,Female,No,5,0
2772,Bachelors,2013,Bangalore,3,30,Male,No,1,0
2774,Masters,2013,Bangalore,3,30,Male,No,1,1
2775,Bachelors,2016,Bangalore,3,29,Male,No,2,1
2776,Bachelors,2016,Bangalore,3,28,Male,No,3,0
2787,Bachelors,2017,Bangalore,1,30,Male,No,2,0
2788,Bachelors,2016,Bangalore,3,28,Male,Yes,3,0
2790,Bachelors,2013,Bangalore,3,30,Female,No,5,0
2791,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2795,Bachelors,2018,Bangalore,3,27,Male,No,5,1
2797,Bachelors,2017,Bangalore,3,29,Male,No,3,0
2798,Bachelors,2013,Bangalore,3,28,Male,No,1,0
2799,Bachelors,2012,Bangalore,3,28,Male,Yes,2,0
2802,Masters,2013,Bangalore,1,29,Female,No,2,1
2804,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2805,Bachelors,2015,Bangalore,3,29,Male,No,4,0
2806,Bachelors,2014,Bangalore,3,29,Male,No,3,1
2807,Bachelors,2018,Bangalore,3,28,Male,No,0,1
2808,Bachelors,2012,Bangalore,3,27,Male,No,5,1
2811,Bachelors,2017,Bangalore,3,29,Male,No,4,0
2813,Bachelors,2017,Bangalore,3,28,Male,No,5,0
2814,Bachelors,2017,Bangalore,3,29,Male,No,0,0
2815,Bachelors,2017,Bangalore,3,30,Male,No,2,0
2820,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2821,Bachelors,2012,Bangalore,3,28,Female,No,4,0
2822,Bachelors,2017,Bangalore,3,29,Female,No,5,0
2823,Bachelors,2015,Bangalore,3,30,Male,Yes,3,0
2825,Bachelors,2018,Bangalore,3,28,Male,No,5,1
2829,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
2830,Bachelors,2014,Bangalore,3,30,Male,No,0,0
2834,Bachelors,2015,Bangalore,3,27,Male,No,5,0
2837,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2840,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2842,Bachelors,2017,Bangalore,3,28,Female,No,2,1
2845,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2848,PHD,2018,Bangalore,3,27,Male,No,5,1
2849,Bachelors,2013,Bangalore,3,30,Female,No,1,0
2853,Bachelors,2012,Bangalore,3,29,Male,No,4,0
2854,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
2858,Bachelors,2014,Bangalore,3,29,Male,No,4,0
2859,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2861,Bachelors,2012,Bangalore,3,28,Female,No,0,0
2864,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2873,PHD,2016,Bangalore,3,30,Female,No,5,0
2874,Bachelors,2018,Bangalore,3,28,Male,No,1,1
2877,Bachelors,2015,Bangalore,3,27,Male,No,5,0
2879,Bachelors,2018,Bangalore,3,26,Male,Yes,4,1
2884,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2887,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2889,Bachelors,2016,Bangalore,3,30,Male,No,1,1
2891,Bachelors,2012,Bangalore,3,30,Female,No,1,0
2892,Bachelors,2018,Bangalore,3,29,Male,No,3,1
2894,Bachelors,2016,Bangalore,3,27,Female,No,5,0
2896,Bachelors,2016,Bangalore,3,29,Female,No,0,1
2899,Bachelors,2012,Bangalore,3,29,Male,Yes,2,0
2900,PHD,2014,Bangalore,3,27,Male,No,5,0
2901,Bachelors,2013,Bangalore,3,27,Male,Yes,5,0
2902,Bachelors,2018,Bangalore,3,29,Female,No,3,1
2905,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2908,Bachelors,2014,Bangalore,3,30,Male,No,0,0
2909,Bachelors,2017,Bangalore,3,30,Male,No,0,0
2914,Bachelors,2017,Bangalore,3,29,Male,No,0,0
2915,Bachelors,2018,Bangalore,3,27,Male,No,5,1
2918,Bachelors,2013,Bangalore,3,27,Male,No,5,1
2919,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2922,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2924,Bachelors,2017,Bangalore,3,29,Male,No,1,0
2925,Bachelors,2013,Bangalore,3,29,Female,No,3,0
2926,Bachelors,2015,Bangalore,3,29,Male,No,5,0
2929,Bachelors,2013,Bangalore,3,27,Female,Yes,5,0
2930,Bachelors,2016,Bangalore,3,26,Male,No,4,0
